/* DATA DESCRIPTION:
Citation:	Krapivin, Vladimir (2017): Sizes, ages and number of symbionts of Mytilus edulis from three sites in the White sea. PANGAEA, https://doi.org/10.1594/PANGAEA.870537, 
	In supplement to: Krapivin, Vladimir; Bagrov, Sergey V; Varfolomeeva, Marina A (2018): Effect of tidal level on abundance of symbionts in the White Sea blue mussel. Diseases of Aquatic Organisms, 130(2), 131-144, https://doi.org/10.3354/dao03259
Coverage:	MEDIAN LATITUDE: 65.880787 * MEDIAN LONGITUDE: 34.301333 * SOUTH-BOUND LATITUDE: 65.034100 * WEST-BOUND LONGITUDE: 33.604380 * NORTH-BOUND LATITUDE: 66.312980 * EAST-BOUND LONGITUDE: 35.686020
	DATE/TIME START: 2013-07-15T00:00:00 * DATE/TIME END: 2013-07-15T00:00:00
	MINIMUM ORDINAL NUMBER: 1 * MAXIMUM ORDINAL NUMBER: 548
Event(s):	Gorelyi_Isl * LATITUDE: 66.312980 * LONGITUDE: 33.613600 * LOCATION: White Sea * DEVICE: Biological sample (BIOS)
	Lebajya_Bay * LATITUDE: 66.295280 * LONGITUDE: 33.604380 * LOCATION: White Sea * DEVICE: Biological sample (BIOS)
	Solovkecki_Isl * LATITUDE: 65.034100 * LONGITUDE: 35.686020 * LOCATION: White Sea * DEVICE: Biological sample (BIOS)
Comment:	"Up" zone is lower intertidal, "middle" zone is zero-depth, and "down" zone is 3m depth.
Parameter(s):	Event label (Event) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	DATE/TIME (Date/Time) * GEOCODE * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	ORDINAL NUMBER (Ord No) * GEOCODE * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Area/locality (Area) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Site (Site) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Zone (Zone) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Comment (Comment) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: quadrat
	Mytilus edulis, length shell [mm] (M. edulis L shell) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Mytilus edulis, age [a] (M. edulis age) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Urastoma spp. [#] (Urastoma spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Renicola spp. [#] (Renicola spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Himasthla spp. [#] (Himasthla spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Trematoda, metacercaria [#] (Metacercaria) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: sp.
	Gymnophallus spp. [#] (Gymnophallus spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Bucephalidae [#] (Bucephalidae) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: sporocyst
	Algae [#] (Alg) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: green
	Nematoda [#] (Nematoda) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Microsetella [#] (Microsetella) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Copepoda [#] (Copepoda) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Chironomidae [#] (Chironomidae) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: larvae
	Halacaridae [#] (Halacaridae) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Jaera spp. [#] (Jaera spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Ostracoda [#] (Ostrac) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	10960 data points
*/
Event	Date/Time	Ord No	Area	Site	Zone	Comment	M. edulis L shell [mm]	M. edulis age [a]	Urastoma spp. [#]	Renicola spp. [#]	Himasthla spp. [#]	Metacercaria [#]	Gymnophallus spp. [#]	Bucephalidae [#]	Alg [#]	Nematoda [#]	Microsetella [#]	Copepoda [#]	Chironomidae [#]	Halacaridae [#]	Jaera spp. [#]	Ostrac [#]
Solovkecki_Isl	2013-07	37	B Solovkecki Isl	1	down	2	40.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	38	B Solovkecki Isl	1	down	2	40.2	3.0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	39	B Solovkecki Isl	1	down	2	47.0	3.0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	40	B Solovkecki Isl	1	down	2	39.4	2.0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	41	B Solovkecki Isl	1	down	2	36.0	3.0	26	0	0	0	0	0	0	0	1	0	0	0	0	0
Solovkecki_Isl	2013-07	42	B Solovkecki Isl	1	down	2	39.7	3.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	43	B Solovkecki Isl	1	down	2	42.9	3.0	7	1	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	44	B Solovkecki Isl	1	down	3	45.2	5.0	9	62	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	45	B Solovkecki Isl	1	down	3	57.5	5.0	6	0	0	0	2	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	46	B Solovkecki Isl	1	down	3	51.1	4.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	47	B Solovkecki Isl	1	down	3	43.8	3.0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	48	B Solovkecki Isl	1	down	3	47.0	3.0	7	5	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	49	B Solovkecki Isl	1	down	3	50.0	4.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	50	B Solovkecki Isl	1	down	3	32.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	51	B Solovkecki Isl	1	down	3	66.2	7.0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	52	B Solovkecki Isl	1	down	3	92.3	10.0	16	0	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	53	B Solovkecki Isl	1	down	3	53.3	4.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	54	B Solovkecki Isl	1	down	3	92.1	8.0	12	0	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	55	B Solovkecki Isl	1	down	3	91.9	8.0	10	0	0	0	1	0	0	0	2	0	0	0	0	0
Solovkecki_Isl	2013-07	56	B Solovkecki Isl	1	down	3	87.1	8.0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	57	B Solovkecki Isl	1	down	3	76.4	7.0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	58	B Solovkecki Isl	1	down	3	67.3	7.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	59	B Solovkecki Isl	1	down	3	95.0	10.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	60	B Solovkecki Isl	1	down	3	65.0	6.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	61	B Solovkecki Isl	1	down	3	47.6	3.0	9	0	0	0	3	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	62	B Solovkecki Isl	1	down	3	49.4	4.0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	63	B Solovkecki Isl	1	down	3	50.0	3.0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	64	B Solovkecki Isl	1	down	3	50.0	6.0	16	2	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	65	B Solovkecki Isl	1	down	3	39.2	3.0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	66	B Solovkecki Isl	1	down	3	39.0	3.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	67	B Solovkecki Isl	1	middle	1	44.4	3.0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	68	B Solovkecki Isl	1	middle	1	43.4	5.0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	69	B Solovkecki Isl	1	middle	1	42.0	3.0	5	0	0	0	0	0	0	2	0	0	0	0	0	0
Solovkecki_Isl	2013-07	70	B Solovkecki Isl	1	middle	1	40.1	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	71	B Solovkecki Isl	1	middle	1	47.8	3.0	18	0	0	0	0	0	0	0	0	1	0	0	0	0
Solovkecki_Isl	2013-07	72	B Solovkecki Isl	1	middle	1	43.0	4.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	73	B Solovkecki Isl	1	middle	1	46.4	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	74	B Solovkecki Isl	1	middle	1	41.0	3.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	75	B Solovkecki Isl	1	middle	1	45.7	4.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	76	B Solovkecki Isl	1	middle	1	41.3	4.0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	77	B Solovkecki Isl	1	middle	1	31.3	2.0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	78	B Solovkecki Isl	1	middle	1	53.1	5.0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	79	B Solovkecki Isl	1	middle	1	52.9	5.0	14	0	0	0	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	80	B Solovkecki Isl	1	middle	1	36.9	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	81	B Solovkecki Isl	1	middle	1	61.0	8.0	6	0	0	0	0	0	0	4	0	1	0	1	0	0
Solovkecki_Isl	2013-07	82	B Solovkecki Isl	1	middle	1	40.6	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	83	B Solovkecki Isl	1	middle	1	29.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	84	B Solovkecki Isl	1	middle	1	22.1	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	85	B Solovkecki Isl	1	middle	1	47.0	4.0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	86	B Solovkecki Isl	1	middle	1	26.1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	87	B Solovkecki Isl	1	middle	2	42.3	3.0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	88	B Solovkecki Isl	1	middle	2	48.8	3.0	3	0	0	0	0	0	0	2	0	0	0	0	0	0
Solovkecki_Isl	2013-07	89	B Solovkecki Isl	1	middle	2	50.0	4.0	8	0	0	0	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	90	B Solovkecki Isl	1	middle	2	40.0	3.0	2	0	0	0	1	0	0	4	0	0	0	0	0	0
Solovkecki_Isl	2013-07	91	B Solovkecki Isl	1	middle	2	48.0	3.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	92	B Solovkecki Isl	1	middle	2	49.9	3.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	93	B Solovkecki Isl	1	middle	2	42.5	3.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	94	B Solovkecki Isl	1	middle	2	40.0	3.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	95	B Solovkecki Isl	1	middle	2	40.0	3.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	96	B Solovkecki Isl	1	middle	2	44.4	2.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	97	B Solovkecki Isl	1	middle	2	67.5	7.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	98	B Solovkecki Isl	1	middle	2	81.3	7.0	16	0	0	0	0	0	0	8	0	0	0	0	0	0
Solovkecki_Isl	2013-07	99	B Solovkecki Isl	1	middle	2	27.1	2.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	100	B Solovkecki Isl	1	middle	2	32.0	2.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	101	B Solovkecki Isl	1	middle	2	49.2	3.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	102	B Solovkecki Isl	1	middle	2	39.0	2.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	103	B Solovkecki Isl	1	middle	2	40.4	3.0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	104	B Solovkecki Isl	1	middle	2	26.0	1.0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	105	B Solovkecki Isl	1	middle	2	51.0	4.0	4	0	0	0	1	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	106	B Solovkecki Isl	1	middle	2	22.2	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	107	B Solovkecki Isl	1	middle	3	46.9	3.0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	108	B Solovkecki Isl	1	middle	3	44.0	3.0	10	0	0	0	0	0	0	0	0	1	0	0	0	0
Solovkecki_Isl	2013-07	109	B Solovkecki Isl	1	middle	3	47.0	4.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	110	B Solovkecki Isl	1	middle	3	48.9	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	111	B Solovkecki Isl	1	middle	3	42.3	3.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	112	B Solovkecki Isl	1	middle	3	46.0	3.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	113	B Solovkecki Isl	1	middle	3	45.0	3.0	6	0	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	114	B Solovkecki Isl	1	middle	3	44.5	4.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	115	B Solovkecki Isl	1	middle	3	48.2	4.0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	116	B Solovkecki Isl	1	middle	3	49.2	4.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	117	B Solovkecki Isl	1	middle	3	65.9	6.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	118	B Solovkecki Isl	1	middle	3	63.0	7.0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	119	B Solovkecki Isl	1	middle	3	57.9	5.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	120	B Solovkecki Isl	1	middle	3	41.1	3.0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Solovkecki_Isl	2013-07	121	B Solovkecki Isl	1	middle	3	27.3	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	122	B Solovkecki Isl	1	middle	3	44.3	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	123	B Solovkecki Isl	1	middle	3	23.3	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
